"Target Pattern Name","Prefix","Per minute charge","Connection charge","Charge period"
"Colombia",+57228,0.043,0.043,1
"Colombia",+57230,0.043,0.043,1
"Colombia",+57231,0.043,0.043,1
"Colombia",+57232,0.043,0.043,1
"Colombia",+57233,0.043,0.043,1
"Colombia",+57236,0.043,0.043,1
"Colombia",+57237,0.043,0.043,1
"Colombia",+57238,0.043,0.043,1
"Colombia",+57239,0.043,0.043,1
"Colombia",+5724,0.043,0.043,1
"Colombia",+57250,0.043,0.043,1
"Colombia",+57251,0.043,0.043,1
"Colombia",+57252,0.043,0.043,1
"Colombia",+57253,0.043,0.043,1
"Colombia",+57254,0.043,0.043,1
"Colombia",+57255,0.043,0.043,1
"Colombia",+57259,0.043,0.043,1
"Colombia",+57260,0.043,0.043,1
"Colombia",+57261,0.043,0.043,1
"Colombia",+57262,0.043,0.043,1
"Colombia",+57263,0.043,0.043,1
"Colombia",+57264,0.043,0.043,1
"Colombia",+57265,0.043,0.043,1
"Colombia",+57266,0.043,0.043,1
"Colombia",+57267,0.043,0.043,1
"Colombia",+57268,0.043,0.043,1
"Colombia",+57269,0.043,0.043,1
"Colombia",+57288,0.043,0.043,1
"Colombia",+57289,0.043,0.043,1
"Colombia",+57290,0.043,0.043,1
"Colombia",+57291,0.043,0.043,1
"Colombia",+57292,0.043,0.043,1
"Colombia",+57295,0.043,0.043,1
"Colombia",+5742,0.036,0.036,1
"Colombia",+5743,0.036,0.036,1
"Colombia",+5744,0.036,0.036,1
"Colombia",+5745,0.036,0.036,1
"Colombia",+57460,0.036,0.036,1
"Colombia",+57461,0.036,0.036,1
"Colombia",+57490,0.036,0.036,1
"Colombia",+57491,0.036,0.036,1
"Colombia",+57495,0.036,0.036,1
"Colombia",+573,0.07,0.07,1
"Colombia",+57310,0.018,0.018,1
"Colombia",+57311,0.018,0.018,1
"Colombia",+57312,0.018,0.018,1
"Colombia",+57313,0.018,0.018,1
"Colombia",+57314,0.018,0.018,1
"Colombia",+57321,0.018,0.018,1
"Colombia",+57322,0.018,0.018,1
"Colombia",+57315,0.024,0.024,1
"Colombia",+57316,0.024,0.024,1
"Colombia",+57317,0.024,0.024,1
"Colombia",+57318,0.024,0.024,1
"Colombia",+57319,0.024,0.024,1
"Colombia",+57300,0.024,0.024,1
"Comoros",+2698,1200,1200,1
"Comoros",+269900,1200,1200,1
"Comoros",+2693,0.416,0.416,1
"Comoros",+2693905,0.515,0.515,1
"Comoros",+269390,0.515,0.515,1
"Comoros",+269391,0.515,0.515,1
"Comoros",+269910,0.515,0.515,1
"Comoros",+269,0.343,0.343,1
"Congo",+242,0.458,0.458,1
"Congo",+24206,0.426,0.426,1
"Congo",+24205,0.526,0.526,1
"Congo",+24204,0.496,0.496,1
"Congo",+24201,0.515,0.515,1
"Cook Islands",+682,0.738,0.738,1
"Cook Islands",+6825,0.772,0.772,1
"Cook Islands",+6827,0.772,0.772,1
"Cook Islands",+6828,0.772,0.772,1
"Costa Rica",+5066,0.102,0.102,1
"Costa Rica",+5064,0.034,0.034,1
"Costa Rica",+506,0.036,0.036,1
"Costa Rica",+5063,0.056,0.056,1
"Costa Rica",+5065,0.077,0.077,1
"Costa Rica",+5068,0.081,0.081,1
"Costa Rica",+5067,0.082,0.082,1
"Cote DIvoire",+22501,0.396,0.396,1
"Cote DIvoire",+225300,0.361,0.361,1
"Cote DIvoire",+225310,0.361,0.361,1
"Cote DIvoire",+225320,0.361,0.361,1
"Cote DIvoire",+225330,0.361,0.361,1
"Cote DIvoire",+225340,0.361,0.361,1
"Cote DIvoire",+225350,0.361,0.361,1
"Cote DIvoire",+225360,0.361,0.361,1
"Cote DIvoire",+22569,0.291,0.291,1
"Cote DIvoire",+22565,0.321,0.321,1
"Cote DIvoire",+22566,0.321,0.321,1
"Cote DIvoire",+22567,0.321,0.321,1
"Cote DIvoire",+22502,0.396,0.396,1
"Cote DIvoire",+22503,0.396,0.396,1
"Cote DIvoire",+22540,0.396,0.396,1
"Cote DIvoire",+22541,0.396,0.396,1
"Cote DIvoire",+22542,0.396,0.396,1
"Cote DIvoire",+22543,0.396,0.396,1
"Cote DIvoire",+22504,0.405,0.405,1
"Cote DIvoire",+22505,0.405,0.405,1
"Cote DIvoire",+22506,0.405,0.405,1
"Cote DIvoire",+22544,0.405,0.405,1
"Cote DIvoire",+22545,0.405,0.405,1
"Cote DIvoire",+22546,0.405,0.405,1
"Cote DIvoire",+22554,0.405,0.405,1
"Cote DIvoire",+22555,0.405,0.405,1
"Cote DIvoire",+22556,0.405,0.405,1
"Cote DIvoire",+22575,0.405,0.405,1
"Cote DIvoire",+22507,0.435,0.435,1
"Cote DIvoire",+22508,0.435,0.435,1
"Cote DIvoire",+22509,0.435,0.435,1
"Cote DIvoire",+22547,0.435,0.435,1
"Cote DIvoire",+22548,0.435,0.435,1
"Cote DIvoire",+22549,0.435,0.435,1
"Cote DIvoire",+22557,0.435,0.435,1
"Cote DIvoire",+22558,0.435,0.435,1
"Cote DIvoire",+22559,0.435,0.435,1
"Cote DIvoire",+22577,0.435,0.435,1
"Cote DIvoire",+22578,0.435,0.435,1
"Cote DIvoire",+22579,0.435,0.435,1
"Cote DIvoire",+22560,0.279,0.279,1
"Cote DIvoire",+22561,0.279,0.279,1
"Cote DIvoire",+2256810,0.364,0.364,1
"Cote DIvoire",+2256988,0.364,0.364,1
"Cote DIvoire",+2256989,0.364,0.364,1
"Cote DIvoire",+2252170,0.95,0.95,1
"Cote DIvoire",+2252179,0.95,0.95,1
"Cote DIvoire",+22590409,0.95,0.95,1
"Cote DIvoire",+225,0.468,0.468,1
"Cote DIvoire",+225200,0.361,0.361,1
"Cote DIvoire",+225210,0.361,0.361,1
"Cote DIvoire",+225220,0.361,0.361,1
"Cote DIvoire",+225230,0.361,0.361,1
"Cote DIvoire",+225240,0.361,0.361,1
"Croatia",+385,0.101,0.101,1
"Croatia",+38592,0.372,0.372,1
"Croatia",+38591,0.372,0.372,1
"Croatia",+38599,0.372,0.372,1
"Croatia",+38598,0.372,0.372,1
"Croatia",+38597,0.372,0.372,1
"Croatia",+38595,0.372,0.372,1
"Croatia",+385901,0.372,0.372,1
"Cuba",+53775,0.725,0.725,1
"Cuba",+53,0.725,0.725,1
"Cuba",+5399,0.736,0.736,1
"Cuba",+535,0.725,0.725,1
"Cuba",+537264,0.725,0.725,1
"Curacao",+59995,0.162,0.162,1
"Curacao",+59996,0.162,0.162,1
"Curacao",+59970,0.161,0.161,1
"Curacao",+59978,0.161,0.161,1
"Curacao",+599,0.139,0.139,1
"Curacao",+59931,0.162,0.162,1
"Curacao",+59941,0.162,0.162,1
"Curacao",+5995,0.162,0.162,1
"Curacao",+59977,0.162,0.162,1
"Curacao",+59979,0.162,0.162,1
"Cyprus",+357900,0.427,0.427,1
"Cyprus",+35795,0.052,0.052,1
"Cyprus",+3571239,0.02,0.02,1
"Cyprus",+35797,0.034,0.034,1
"Cyprus",+35799,0.034,0.034,1
"Cyprus",+357121,0.022,0.022,1
"Cyprus",+357942,0.034,0.034,1
"Cyprus",+35796,0.034,0.034,1
"Cyprus",+357700,0.123,0.123,1
"Cyprus",+35777,0.123,0.123,1
"Cyprus",+357800,0.022,0.022,1
"Cyprus",+357,0.012,0.012,1
"Cyprus",+357122,0.034,0.034,1
"Cyprus",+35794,0.052,0.052,1
"Czech Republic",+420848,1200,1200,1
"Czech Republic",+420847,1200,1200,1
"Czech Republic",+420842,1200,1200,1
"Czech Republic",+420841,1200,1200,1
"Czech Republic",+420840,1200,1200,1
"Czech Republic",+4206,0.094,0.094,1
"Czech Republic",+4209,0.094,0.094,1
"Czech Republic",+4207,0.094,0.094,1
"Czech Republic",+420,0.028,0.028,1
"Czech Republic",+420849,1200,1200,1
"Democratic Republic Of Congo",+24381,0.329,0.329,1
"Democratic Republic Of Congo",+243,0.407,0.407,1
"Democratic Republic Of Congo",+24373,0.407,0.407,1
"Democratic Republic Of Congo",+24378,0.407,0.407,1
"Democratic Republic Of Congo",+24392,0.407,0.407,1
"Democratic Republic Of Congo",+24393,0.407,0.407,1
"Democratic Republic Of Congo",+24394,0.407,0.407,1
"Democratic Republic Of Congo",+24395,0.407,0.407,1
"Democratic Republic Of Congo",+24396,0.407,0.407,1
"Democratic Republic Of Congo",+24390,0.393,0.393,1
"Democratic Republic Of Congo",+24391,0.393,0.393,1
"Democratic Republic Of Congo",+24397,0.452,0.452,1
"Democratic Republic Of Congo",+24398,0.452,0.452,1
"Democratic Republic Of Congo",+24399,0.452,0.452,1
"Democratic Republic Of Congo",+24384,0.343,0.343,1
"Democratic Republic Of Congo",+24385,0.343,0.343,1
"Democratic Republic Of Congo",+24387,0.462,0.462,1
"Democratic Republic Of Congo",+24380,0.322,0.322,1
"Democratic Republic Of Congo",+24389,0.322,0.322,1
"Democratic Republic Of Congo",+24382,0.329,0.329,1
"Democratic Republic Of Congo",+2438200,0.948,0.948,1
"Democratic Republic Of Congo",+24386,0.948,0.948,1
"Democratic Republic Of Congo",+243123,0.764,0.764,1
"Democratic Republic Of Congo",+243124,0.764,0.764,1
"Democratic Republic Of Congo",+243127,0.764,0.764,1
"Democratic Republic Of Congo",+243133,0.764,0.764,1
"Democratic Republic Of Congo",+243141,0.764,0.764,1
"Democratic Republic Of Congo",+24342,0.764,0.764,1
"Democratic Republic Of Congo",+24343,0.764,0.764,1
"Democratic Republic Of Congo",+243770,0.962,0.962,1
"Denmark",+4581,0.026,0.026,1
"Denmark",+4531,0.026,0.026,1
"Denmark",+4532,0.026,0.026,1
"Denmark",+4540,0.026,0.026,1
"Denmark",+4542,0.026,0.026,1
"Denmark",+4550,0.026,0.026,1
"Denmark",+4552,0.026,0.026,1
"Denmark",+4553,0.026,0.026,1
"Denmark",+4560,0.026,0.026,1
"Denmark",+4569,0.026,0.026,1
"Denmark",+4571,0.026,0.026,1
"Denmark",+4591,0.026,0.026,1
"Denmark",+4592,0.026,0.026,1
"Denmark",+4593,0.026,0.026,1
"Denmark",+4529,0.026,0.026,1
"Denmark",+4530,0.026,0.026,1
"Denmark",+4551,0.026,0.026,1
"Denmark",+4561,0.026,0.026,1
"Denmark",+4541,0.026,0.026,1
"Denmark",+4578,0.026,0.026,1
"Denmark",+45802,0.022,0.022,1
"Denmark",+45803,0.022,0.022,1
"Denmark",+45804,0.022,0.022,1
"Denmark",+45805,0.022,0.022,1
"Denmark",+45806,0.022,0.022,1
"Denmark",+45807,0.022,0.022,1
"Denmark",+45808,0.022,0.022,1
"Denmark",+45809,0.022,0.022,1
"Denmark",+45,0.014,0.014,1
"Denmark",+452,0.026,0.026,1
"Diego Garcia Island",+24638,1289,1289,1
"Diego Garcia Island",+246,1289,1289,1
"Djibouti",+253,0.381,0.381,1
"Djibouti",+2537,0.378,0.378,1
"Dominica",+17675033,1200,1200,1
"Dominica",+17675034,1200,1200,1
"Dominica",+1767,0.254,0.254,1
"Dominica",+17672,0.299,0.299,1
"Dominica",+17673,0.29,0.29,1
"Dominica",+17674,0.29,0.29,1
"Dominica",+17675,0.29,0.29,1
"Dominica",+1767441,1200,1200,1
"Dominica",+17676,0.29,0.29,1
"Dominica",+17675030,1200,1200,1
"Dominica",+17675031,1200,1200,1
"Dominica",+17675032,1200,1200,1
"Dominican Republic",+18093,0.068,0.068,1
"Dominican Republic",+18094,0.068,0.068,1
"Dominican Republic",+18095,0.068,0.068,1
"Dominican Republic",+18096,0.068,0.068,1
"Dominican Republic",+18097,0.068,0.068,1
"Dominican Republic",+18098,0.068,0.068,1
"Dominican Republic",+1809,0.034,0.034,1
"Dominican Republic",+1829,0.034,0.034,1
"Dominican Republic",+1849,0.034,0.034,1
"Dominican Republic",+18092,0.068,0.068,1
"Dominican Republic",+18099,0.068,0.068,1
"East Timor",+670,0.512,0.512,1
"East Timor",+6707,0.563,0.563,1
"East Timor",+67073,0.561,0.561,1
"East Timor",+67074,0.561,0.561,1
"Ecuador",+59377,0.154,0.154,1
"Ecuador",+5939,0.26,0.26,1
"Ecuador",+593,0.155,0.155,1
"Ecuador",+59327,0.154,0.154,1
"Ecuador",+59337,0.154,0.154,1
"Ecuador",+59347,0.154,0.154,1
"Ecuador",+59357,0.154,0.154,1
"Ecuador",+59367,0.154,0.154,1
"Egypt",+2016,0.098,0.098,1
"Egypt",+2012,0.138,0.138,1
"Egypt",+20,0.11,0.11,1
"Egypt",+2010,0.123,0.123,1
"Egypt",+2011,0.16,0.16,1
"El Salvador",+503741,0.182,0.182,1
"El Salvador",+503746,0.182,0.182,1
"El Salvador",+503769,0.182,0.182,1
"El Salvador",+503776,0.182,0.182,1
"El Salvador",+503777,0.182,0.182,1
"El Salvador",+5037801,0.182,0.182,1
"El Salvador",+5037802,0.182,0.182,1
"El Salvador",+503797,0.182,0.182,1
"El Salvador",+503,0.204,0.204,1
"El Salvador",+5037,0.236,0.236,1
"El Salvador",+50379,0.236,0.236,1
"El Salvador",+50377,0.236,0.236,1
"El Salvador",+50376,0.236,0.236,1
"El Salvador",+50375,0.236,0.236,1
"El Salvador",+50374,0.236,0.236,1
"El Salvador",+50372,0.236,0.236,1
"El Salvador",+50360,0.236,0.236,1
"El Salvador",+50363,0.236,0.236,1
"El Salvador",+50370,0.236,0.236,1
"El Salvador",+503760,0.236,0.236,1
"El Salvador",+503761,0.236,0.236,1
"El Salvador",+503762,0.236,0.236,1
"El Salvador",+503763,0.236,0.236,1
"El Salvador",+503764,0.236,0.236,1
"El Salvador",+503765,0.236,0.236,1
"El Salvador",+503766,0.236,0.236,1
"El Salvador",+50378,0.236,0.236,1
"El Salvador",+503795,0.236,0.236,1
"El Salvador",+503796,0.236,0.236,1
"El Salvador",+503798,0.236,0.236,1
"El Salvador",+503620,0.182,0.182,1
"El Salvador",+503707,0.236,0.236,1
"El Salvador",+50373,0.182,0.182,1
"El Salvador",+503740,0.182,0.182,1
"El Salvador",+503742,0.182,0.182,1
"El Salvador",+503743,0.182,0.182,1
"El Salvador",+503744,0.182,0.182,1
"Equatorial Guinea",+24066,0.497,0.497,1
"Equatorial Guinea",+24055,0.517,0.517,1
"Equatorial Guinea",+240,0.463,0.463,1
"Equatorial Guinea",+24035,0.487,0.487,1
"Equatorial Guinea",+240222,0.497,0.497,1
"Eritrea",+291,0.294,0.294,1
"Eritrea",+2917,0.291,0.291,1
"Estonia",+3725999569,0.326,0.326,1
"Estonia",+372,0.026,0.026,1
"Estonia",+3725,0.224,0.224,1
"Estonia",+37281,0.222,0.222,1
"Estonia",+37282,0.222,0.222,1
"Estonia",+37250,0.04,0.04,1
"Estonia",+37251,0.04,0.04,1
"Estonia",+37252,0.04,0.04,1
"Estonia",+37253,0.04,0.04,1
"Estonia",+37257,0.04,0.04,1
"Estonia",+37259,0.04,0.04,1
"Estonia",+37255,0.04,0.04,1
"Estonia",+372580,0.04,0.04,1
"Estonia",+372581,0.04,0.04,1
"Estonia",+372582,0.04,0.04,1
"Estonia",+372583,0.04,0.04,1
"Estonia",+372584,0.04,0.04,1
"Estonia",+372820,0.319,0.319,1
"Estonia",+372821,0.319,0.319,1
"Estonia",+372830,0.319,0.319,1
"Estonia",+372831,0.319,0.319,1
"Estonia",+37240,0.782,0.782,1
"Estonia",+37270,0.782,0.782,1
"Estonia",+3729008,1200,1200,1
"Estonia",+3725411193,0.342,0.342,1
"Estonia",+3725411194,0.342,0.342,1
"Estonia",+37254135,0.326,0.326,1
"Estonia",+37257466,0.326,0.326,1
"Estonia",+37257469,0.326,0.326,1
"Estonia",+37258456,0.326,0.326,1
"Estonia",+37258620,0.326,0.326,1
"Estonia",+37258820,0.326,0.326,1
"Estonia",+37258990,0.326,0.326,1
"Estonia",+37258991,0.326,0.326,1
"Estonia",+37258992,0.326,0.326,1
"Estonia",+37259121,0.326,0.326,1
"Estonia",+37259441982,0.326,0.326,1
"Estonia",+37259441983,0.326,0.326,1
"Estonia",+37259441984,0.326,0.326,1
"Estonia",+37259441985,0.326,0.326,1
"Estonia",+37259441986,0.326,0.326,1
"Estonia",+37259441987,0.326,0.326,1
"Estonia",+37259441988,0.326,0.326,1
"Estonia",+37259441989,0.326,0.326,1
"Estonia",+3725944199,0.326,0.326,1
"Estonia",+3725999568,0.326,0.326,1
"Estonia",+372599957,0.326,0.326,1
"Estonia",+3725999580,0.326,0.326,1
"Estonia",+3725999581,0.326,0.326,1
"Estonia",+3725999582,0.326,0.326,1
"Estonia",+3725999583,0.326,0.326,1
"Estonia",+3725999584,0.326,0.326,1
"Estonia",+3725999585,0.326,0.326,1
"Estonia",+3725999586,0.326,0.326,1
"Estonia",+3725999587,0.326,0.326,1
"Estonia",+3725999588,0.326,0.326,1
"Estonia",+37281133,0.326,0.326,1
"Estonia",+37281800,0.326,0.326,1
"Estonia",+37282010,0.326,0.326,1
"Estonia",+37282200,0.326,0.326,1
"Estonia",+37282500,0.326,0.326,1
"Estonia",+37282501,0.326,0.326,1
"Estonia",+37282542,0.326,0.326,1
"Estonia",+37282782,0.326,0.326,1
"Estonia",+37258801,0.479,0.479,1
"Estonia",+37258810,0.479,0.479,1
"Estonia",+37259122,0.479,0.479,1
"Estonia",+37259188,0.479,0.479,1
"Estonia",+3728101,0.479,0.479,1
"Estonia",+3728102,0.479,0.479,1
"Estonia",+37282009,0.479,0.479,1
"Estonia",+37282101,0.479,0.479,1
"Estonia",+37282301,0.479,0.479,1
"Estonia",+37282489,0.479,0.479,1
"Estonia",+37282541,0.479,0.479,1
"Estonia",+37282801,0.479,0.479,1
"Ethiopia",+251,0.284,0.284,1
"Ethiopia",+25111,0.255,0.255,1
"Ethiopia",+2519,0.252,0.252,1
"Falkland Islands",+5005,1184,1184,1
"Falkland Islands",+5006,1184,1184,1
"Falkland Islands",+500,1190,1190,1
"Faroe Islands",+2985,0.139,0.139,1
"Faroe Islands",+2988,0.139,0.139,1
"Faroe Islands",+298,0.13,0.13,1
"Faroe Islands",+2982,0.139,0.139,1
"Faroe Islands",+2987,0.139,0.139,1
"Fiji",+6797,0.198,0.198,1
"Fiji",+6799,0.198,0.198,1
"Fiji",+679,0.198,0.198,1
"Fiji",+6798,0.198,0.198,1
"Finland",+35839,1200,1200,1
"Finland",+35860,1200,1200,1
"Finland",+358700,0.622,0.622,1
"Finland",+358701,1200,1200,1
"Finland",+358704,1200,1200,1
"Finland",+358705,1200,1200,1
"Finland",+358706,1200,1200,1
"Finland",+358707,1200,1200,1
"Finland",+358708,1200,1200,1
"Finland",+358709,1200,1200,1
"Finland",+35873,0.622,0.622,1
"Finland",+35875,0.622,0.622,1
"Finland",+35876,0.622,0.622,1
"Finland",+3589315980,0.622,0.622,1
"Finland",+358800,0.622,0.622,1
"Finland",+358,0.059,0.059,1
"Finland",+3584,0.04,0.04,1
"Finland",+35810,0.074,0.074,1
"Finland",+35829,0.074,0.074,1
"Finland",+35871,0.086,0.086,1
"Finland",+35820,0.622,0.622,1
"Finland",+358290,0.622,0.622,1
"Finland",+358291,0.622,0.622,1
"Finland",+358292,0.622,0.622,1
"Finland",+358293,0.622,0.622,1
"Finland",+358296,0.622,0.622,1
"Finland",+358297,0.622,0.622,1
"Finland",+358298,0.622,0.622,1
"Finland",+35830,0.622,0.622,1
"France",+3364002,0.465,0.465,1
"France",+33,0.012,0.012,1
"France",+336,0.082,0.082,1
"France",+337,0.082,0.082,1
"France",+3363800,0.465,0.465,1
"France",+3363806,0.465,0.465,1
"France",+3364000,0.465,0.465,1
"France",+3364001,0.465,0.465,1
"France",+3364003,0.465,0.465,1
"France",+3364004,0.465,0.465,1
"France",+338,0.743,0.743,1
"French Guiana",+594,0.024,0.024,1
"French Guiana",+594694,0.106,0.106,1
"French Polynesia",+689,0.264,0.264,1
"Gabon",+24106,0.462,0.462,1
"Gabon",+2412,0.479,0.479,1
"Gabon",+2416,0.479,0.479,1
"Gabon",+24104,0.413,0.413,1
"Gabon",+24107,0.413,0.413,1
"Gabon",+2414,0.459,0.459,1
"Gabon",+2417,0.459,0.459,1
"Gabon",+24103,0.498,0.498,1
"Gabon",+2413,0.496,0.496,1
"Gabon",+2415,0.51,0.51,1
"Gabon",+24105,0.512,0.512,1
"Gabon",+241,0.484,0.484,1
"Gabon",+24102,0.462,0.462,1
"Gambia",+22020,0.696,0.696,1
"Gambia",+220,0.811,0.811,1
"Gambia",+22021,0.696,0.696,1
"Gambia",+22022,0.696,0.696,1
"Gambia",+22023,0.696,0.696,1
"Gambia",+22024,0.696,0.696,1
"Gambia",+22025,0.696,0.696,1
"Gambia",+22026,0.696,0.696,1
"Gambia",+2203,0.696,0.696,1
"Gambia",+2206,0.696,0.696,1
"Gambia",+2207,0.696,0.696,1
"Gambia",+2209,0.696,0.696,1
"Georgia",+995903001,1200,1200,1
"Georgia",+995,0.185,0.185,1
"Georgia",+9955,0.285,0.285,1
"Georgia",+995514,0.273,0.273,1
"Georgia",+995555,0.273,0.273,1
"Georgia",+995557,0.273,0.273,1
"Georgia",+995558,0.273,0.273,1
"Georgia",+995577,0.273,0.273,1
"Georgia",+995593,0.273,0.273,1
"Georgia",+995551,0.273,0.273,1
"Georgia",+995591,0.273,0.273,1
"Georgia",+99532,0.182,0.182,1
"Georgia",+995595,0.273,0.273,1
"Georgia",+995596,0.273,0.273,1
"Georgia",+995598,0.273,0.273,1
"Georgia",+995599,0.273,0.273,1
"Georgia",+99572,0.709,0.709,1
"Georgia",+99576,0.709,0.709,1
"Georgia",+995900001,1200,1200,1
"Georgia",+995570,0.273,0.273,1
"Georgia",+995902001,1200,1200,1
"Germany",+49193,1200,1200,1
"Germany",+49,0.012,0.012,1
"Germany",+4932,0.022,0.022,1
"Germany",+49150,0.061,0.061,1
"Germany",+491521,0.061,0.061,1
"Germany",+4915310,0.061,0.061,1
"Germany",+49156,0.061,0.061,1
"Germany",+491570,0.061,0.061,1
"Germany",+491575,0.061,0.061,1
"Germany",+49164,0.061,0.061,1
"Germany",+49166,0.061,0.061,1
"Germany",+49168,0.061,0.061,1
"Germany",+49169,0.061,0.061,1
"Germany",+491774,0.061,0.061,1
"Germany",+491571,0.077,0.077,1
"Germany",+491572,0.077,0.077,1
"Germany",+491573,0.077,0.077,1
"Germany",+491574,0.077,0.077,1
"Germany",+491576,0.077,0.077,1
"Germany",+491577,0.077,0.077,1
"Germany",+491578,0.077,0.077,1
"Germany",+491579,0.077,0.077,1
"Germany",+49163,0.077,0.077,1
"Germany",+49177,0.077,0.077,1
"Germany",+49178,0.077,0.077,1
"Germany",+49151,0.04,0.04,1
"Germany",+49160,0.04,0.04,1
"Germany",+49170,0.04,0.04,1
"Germany",+49171,0.04,0.04,1
"Germany",+49175,0.04,0.04,1
"Germany",+49159,0.038,0.038,1
"Germany",+49176,0.038,0.038,1
"Germany",+49179,0.038,0.038,1
"Germany",+4915555,0.038,0.038,1
"Germany",+491520,0.04,0.04,1
"Germany",+491522,0.04,0.04,1
"Germany",+491523,0.04,0.04,1
"Germany",+491525,0.04,0.04,1
"Germany",+491526,0.04,0.04,1
"Germany",+491529,0.04,0.04,1
"Germany",+49162,0.04,0.04,1
"Germany",+49172,0.04,0.04,1
"Germany",+49173,0.04,0.04,1
"Germany",+49174,0.04,0.04,1
"Germany",+49700,0.056,0.056,1
"Germany",+49115,0.213,0.213,1
"Germany",+49116,0.614,0.614,1
"Germany",+49118,0.736,0.736,1
"Germany",+4912,1200,1200,1
"Germany",+4913,1200,1200,1
"Germany",+49180,1200,1200,1
"Germany",+49191,1200,1200,1
"Germany",+49192,1200,1200,1
"Germany",+49194,1200,1200,1
"Ghana",+23350,0.29,0.29,1
"Ghana",+233,0.287,0.287,1
"Ghana",+23328,0.297,0.297,1
"Ghana",+23329,0.297,0.297,1
"Ghana",+23326,0.308,0.308,1
"Ghana",+233560,0.308,0.308,1
"Ghana",+233561,0.308,0.308,1
"Ghana",+23323,0.281,0.281,1
"Ghana",+23324,0.343,0.343,1
"Ghana",+23354,0.343,0.343,1
"Ghana",+233553,0.343,0.343,1
"Ghana",+233554,0.343,0.343,1
"Ghana",+233555,0.343,0.343,1
"Ghana",+233556,0.343,0.343,1
"Ghana",+23327,0.323,0.323,1
"Ghana",+23357,0.323,0.323,1
"Ghana",+23320,0.29,0.29,1
"Gibraltar",+3505,0.173,0.173,1
"Gibraltar",+350,0.112,0.112,1
"Gibraltar",+3506,0.173,0.173,1
"Greece",+30697,0.09,0.09,1
"Greece",+30,0.032,0.032,1
"Greece",+3021,0.034,0.034,1
"Greece",+30690,0.083,0.083,1
"Greece",+30693,0.09,0.09,1
"Greece",+30699,0.09,0.09,1
"Greece",+30694,0.088,0.088,1
"Greece",+30695,0.088,0.088,1
"Greece",+30698,0.09,0.09,1
"Greece",+3069,0.09,0.09,1
"Greenland",+2995,0.426,0.426,1
"Greenland",+299,0.393,0.393,1
"Greenland",+2992,0.426,0.426,1
"Greenland",+2994,0.426,0.426,1
"Grenada",+14735,0.287,0.287,1
"Grenada",+1473,0.215,0.215,1
"Grenada",+14734,0.287,0.287,1
"Grenada",+147350,0.726,0.726,1
"Guadeloupe",+590690,0.052,0.052,1
"Guadeloupe",+590,0.024,0.024,1
"Guam",+1671,0.034,0.034,1
"Guatemala",+5025,0.182,0.182,1
"Guatemala",+502,0.158,0.158,1
"Guatemala",+5024,0.182,0.182,1
"Guatemala",+5023,0.176,0.176,1
"Guatemala",+50234,0.174,0.174,1
"Guinea",+224551043,1200,1200,1
"Guinea",+224,0.497,0.497,1
"Guinea",+22465,0.402,0.402,1
"Guinea",+22467,0.402,0.402,1
"Guinea",+22463,0.487,0.487,1
"Guinea",+22479,0.531,0.531,1
"Guinea",+22472,0.512,0.512,1
"Guinea",+22462,0.512,0.512,1
"Guinea",+22466,0.435,0.435,1
"Guinea",+224637275,0.552,0.552,1
"Guinea",+224637276,0.552,0.552,1
"Guinea",+22478,0.503,0.503,1
"Guinea",+224552009,1200,1200,1
"Guinea",+224552014,1200,1200,1
"Guinea",+22430441,1200,1200,1
"Guinea",+224309196,1200,1200,1
"Guinea",+224309648,1200,1200,1
"Guinea",+22470,1200,1200,1
"Guinea Bissau",+2457,0.563,0.563,1
"Guinea Bissau",+2456,0.563,0.563,1
"Guinea Bissau",+24590,0.563,0.563,1
"Guinea Bissau",+24591,0.563,0.563,1
"Guinea Bissau",+24592,0.563,0.563,1
"Guinea Bissau",+24593,0.559,0.559,1
"Guinea Bissau",+24549,1200,1200,1
"Guinea Bissau",+245,0.531,0.531,1
"Guinea Bissau",+2455,0.563,0.563,1
"Guyana",+59263,0.245,0.245,1
"Guyana",+59264,0.245,0.245,1
"Guyana",+59265,0.245,0.245,1
"Guyana",+592600,0.164,0.164,1
"Guyana",+592601,0.164,0.164,1
"Guyana",+592602,0.164,0.164,1
"Guyana",+59268,0.164,0.164,1
"Guyana",+592603,0.164,0.164,1
"Guyana",+592604,0.164,0.164,1
"Guyana",+592659,0.164,0.164,1
"Guyana",+59266,0.164,0.164,1
"Guyana",+59269,0.164,0.164,1
"Guyana",+59267,0.164,0.164,1
"Guyana",+592,0.304,0.304,1
"Guyana",+592605,0.245,0.245,1
"Guyana",+592606,0.245,0.245,1
"Guyana",+592607,0.245,0.245,1
"Guyana",+592608,0.245,0.245,1
"Guyana",+592609,0.245,0.245,1
"Guyana",+59261,0.245,0.245,1
"Guyana",+59262,0.245,0.245,1
"Haiti",+50939,0.322,0.322,1
"Haiti",+509,0.33,0.33,1
"Haiti",+5093,0.312,0.312,1
"Haiti",+5094,0.322,0.322,1
"Haiti",+5092,0.36,0.36,1
"Haiti",+50935,0.364,0.364,1
"Haiti",+5095,0.364,0.364,1
"Haiti",+509281,0.322,0.322,1
"Haiti",+50929,0.322,0.322,1
"Haiti",+50931,0.322,0.322,1
"Haiti",+50934,0.322,0.322,1
"Haiti",+50936,0.322,0.322,1
"Haiti",+50937,0.322,0.322,1
