"Target Pattern Name","Prefix","Per minute charge","Connection charge","Charge period"
"Malawi",+2659,0.455,0.455,1
"Malaysia",+60,0.02,0.02,1
"Malaysia",+601,0.026,0.026,1
"Malaysia",+603,0.022,0.022,1
"Maldives",+9609005,1200,1200,1
"Maldives",+9609007,1200,1200,1
"Maldives",+9609008,1200,1200,1
"Maldives",+9609,0.773,0.773,1
"Maldives",+9607,0.805,0.805,1
"Maldives",+960,0.82,0.82,1
"Mali",+22398,0.412,0.412,1
"Mali",+223,0.245,0.245,1
"Mali",+223202,0.228,0.228,1
"Mali",+223207,0.228,0.228,1
"Mali",+2236,0.412,0.412,1
"Mali",+22389,0.412,0.412,1
"Mali",+22395,0.412,0.412,1
"Mali",+22396,0.412,0.412,1
"Mali",+22397,0.412,0.412,1
"Mali",+22399,0.412,0.412,1
"Mali",+2237,0.419,0.419,1
"Mali",+22382,0.419,0.419,1
"Mali",+22383,0.419,0.419,1
"Mali",+22390,0.419,0.419,1
"Mali",+22391,0.419,0.419,1
"Mali",+22392,0.419,0.419,1
"Mali",+22393,0.419,0.419,1
"Mali",+22394,0.419,0.419,1
"Malta",+35692,0.024,0.024,1
"Malta",+35694,0.024,0.024,1
"Malta",+3569696,0.024,0.024,1
"Malta",+3569697,0.024,0.024,1
"Malta",+3569811,0.024,0.024,1
"Malta",+3569812,0.024,0.024,1
"Malta",+3569813,0.024,0.024,1
"Malta",+3569897,0.024,0.024,1
"Malta",+3569,0.024,0.024,1
"Malta",+35672,0.024,0.024,1
"Malta",+356,0.018,0.018,1
"Malta",+356217,0.024,0.024,1
"Malta",+35671,0.024,0.024,1
"Malta",+35677,0.024,0.024,1
"Malta",+35679,0.024,0.024,1
"Malta",+3569889,0.024,0.024,1
"Marshall Islands",+692,0.293,0.293,1
"Martinique",+596,0.022,0.022,1
"Martinique",+596696,0.074,0.074,1
"Mauritania",+2223,0.561,0.561,1
"Mauritania",+2224,0.487,0.487,1
"Mauritania",+222,0.542,0.542,1
"Mauritania",+2226,0.49,0.49,1
"Mauritania",+2227,0.49,0.49,1
"Mauritania",+2222,0.482,0.482,1
"Mauritius",+2307,0.155,0.155,1
"Mauritius",+2305,0.155,0.155,1
"Mauritius",+23025,0.155,0.155,1
"Mauritius",+230,0.155,0.155,1
"Mauritius",+230421,0.155,0.155,1
"Mauritius",+230422,0.155,0.155,1
"Mauritius",+230423,0.155,0.155,1
"Mauritius",+23049,0.155,0.155,1
"Mayotte",+262269,0.077,0.077,1
"Mayotte",+262639,0.093,0.093,1
"Mexico",+5281,0.008,0.008,1
"Mexico",+5233,0.008,0.008,1
"Mexico",+52,0.041,0.041,1
"Mexico",+5255,0.008,0.008,1
"Mexico",+521,0.036,0.036,1
"Micronesia Federated States Of",+691,0.557,0.557,1
"Moldova",+37330310,1200,1200,1
"Moldova",+373,0.326,0.326,1
"Moldova",+37377,0.284,0.284,1
"Moldova",+37376,0.382,0.382,1
"Moldova",+37378,0.382,0.382,1
"Moldova",+37379,0.382,0.382,1
"Moldova",+37360,0.275,0.275,1
"Moldova",+373610,0.275,0.275,1
"Moldova",+373611,0.275,0.275,1
"Moldova",+373620,0.275,0.275,1
"Moldova",+373621,0.275,0.275,1
"Moldova",+37368,0.275,0.275,1
"Moldova",+37369,0.275,0.275,1
"Moldova",+373671,0.328,0.328,1
"Moldova",+373672,0.328,0.328,1
"Moldova",+373673,0.328,0.328,1
"Moldova",+373674,0.328,0.328,1
"Moldova",+373675,0.328,0.328,1
"Moldova",+373676,0.328,0.328,1
"Moldova",+373677,0.328,0.328,1
"Moldova",+37321,0.261,0.261,1
"Moldova",+3735,0.261,0.261,1
"Moldova",+37330,0.77,0.77,1
"Moldova",+37338,0.77,0.77,1
"Moldova",+373900,0.836,0.836,1
"Moldova",+37390500,1200,1200,1
"Moldova",+373905010,1200,1200,1
"Moldova",+37390511,1200,1200,1
"Moldova",+37390512,1200,1200,1
"Moldova",+37390516,1200,1200,1
"Moldova",+37390616,1200,1200,1
"Monaco",+3777,0.787,0.787,1
"Monaco",+3774,0.379,0.379,1
"Monaco",+3776,0.333,0.333,1
"Monaco",+377,0.088,0.088,1
"Mongolia",+97655,0.036,0.036,1
"Mongolia",+97685,0.036,0.036,1
"Mongolia",+97686,0.036,0.036,1
"Mongolia",+97688,0.036,0.036,1
"Mongolia",+97689,0.036,0.036,1
"Mongolia",+9769,0.036,0.036,1
"Mongolia",+976,0.036,0.036,1
"Mongolia",+97650,0.036,0.036,1
"Mongolia",+97653,0.036,0.036,1
"Montenegro",+38260,0.391,0.391,1
"Montenegro",+38268,0.391,0.391,1
"Montenegro",+38263,0.403,0.403,1
"Montenegro",+38269,0.403,0.403,1
"Montenegro",+38278,1200,1200,1
"Montenegro",+38288,1200,1200,1
"Montenegro",+382,0.149,0.149,1
"Montenegro",+38266,0.402,0.402,1
"Montenegro",+38267,0.402,0.402,1
"Montserrat",+166449,0.554,0.554,1
"Montserrat",+1664,0.399,0.399,1
"Montserrat",+166434,0.554,0.554,1
"Montserrat",+166439,0.554,0.554,1
"Morocco",+212688,0.413,0.413,1
"Morocco",+212,0.028,0.028,1
"Morocco",+212529,0.122,0.122,1
"Morocco",+212538,0.122,0.122,1
"Morocco",+212520,0.194,0.194,1
"Morocco",+212521,0.194,0.194,1
"Morocco",+212525,0.194,0.194,1
"Morocco",+212530,0.194,0.194,1
"Morocco",+212531,0.194,0.194,1
"Morocco",+212532,0.194,0.194,1
"Morocco",+2126,0.431,0.431,1
"Morocco",+2126921,0.442,0.442,1
"Morocco",+2126922,0.442,0.442,1
"Morocco",+21260,0.377,0.377,1
"Morocco",+21262,0.377,0.377,1
"Morocco",+21263,0.377,0.377,1
"Morocco",+21264,0.377,0.377,1
"Morocco",+21268,0.377,0.377,1
"Morocco",+21269,0.377,0.377,1
"Morocco",+21252,0.321,0.321,1
"Morocco",+21253,0.321,0.321,1
"Morocco",+21254,0.321,0.321,1
"Morocco",+21255,0.321,0.321,1
"Morocco",+212553,0.321,0.321,1
"Morocco",+21261,0.413,0.413,1
"Morocco",+212620,0.413,0.413,1
"Morocco",+212621,0.413,0.413,1
"Morocco",+212625,0.413,0.413,1
"Morocco",+212631,0.413,0.413,1
"Morocco",+212632,0.413,0.413,1
"Morocco",+212644,0.413,0.413,1
"Morocco",+212645,0.413,0.413,1
"Morocco",+212649,0.413,0.413,1
"Morocco",+21265,0.413,0.413,1
"Morocco",+21266,0.413,0.413,1
"Morocco",+21267,0.413,0.413,1
"Morocco",+21269228,0.368,0.368,1
"Morocco",+2128920,0.368,0.368,1
"Morocco",+212691,0.427,0.427,1
"Morocco",+212693,0.427,0.427,1
"Morocco",+212694,0.427,0.427,1
"Mozambique",+25883,0.278,0.278,1
"Mozambique",+25882,0.278,0.278,1
"Mozambique",+258,0.079,0.079,1
"Mozambique",+25887,0.29,0.29,1
"Mozambique",+25884,0.323,0.323,1
"Mozambique",+25886,0.29,0.29,1
"Myanmar",+959,0.267,0.267,1
"Myanmar",+95996,0.267,0.267,1
"Myanmar",+95,0.288,0.288,1
"Myanmar",+95957,0.316,0.316,1
"Myanmar",+95979,0.273,0.273,1
"Myanmar",+95978,0.276,0.276,1
"Myanmar",+95997,0.267,0.267,1
"Namibia",+26481,0.088,0.088,1
"Namibia",+26485,0.088,0.088,1
"Namibia",+264,0.07,0.07,1
"Namibia",+26460,0.082,0.082,1
"Nauru",+674,1080,1080,1
"Nepal",+97798,0.146,0.146,1
"Nepal",+977975,0.154,0.154,1
"Nepal",+977974,0.154,0.154,1
"Nepal",+977972,0.154,0.154,1
"Nepal",+977963,0.154,0.154,1
"Nepal",+977962,0.154,0.154,1
"Nepal",+977961,0.154,0.154,1
"Nepal",+977960,0.154,0.154,1
"Nepal",+9771,0.146,0.146,1
"Nepal",+977,0.146,0.146,1
"Nepal",+977980,0.155,0.155,1
"Nepal",+977982,0.157,0.157,1
"Nepal",+977981,0.155,0.155,1
"Netherlands",+316352,0.052,0.052,1
"Netherlands",+31611,0.052,0.052,1
"Netherlands",+31615,0.052,0.052,1
"Netherlands",+31621,0.052,0.052,1
"Netherlands",+31625,0.052,0.052,1
"Netherlands",+31627,0.052,0.052,1
"Netherlands",+31629,0.052,0.052,1
"Netherlands",+31631,0.052,0.052,1
"Netherlands",+316357,0.052,0.052,1
"Netherlands",+316358,0.052,0.052,1
"Netherlands",+316359,0.052,0.052,1
"Netherlands",+31646,0.052,0.052,1
"Netherlands",+31650,0.052,0.052,1
"Netherlands",+31652,0.052,0.052,1
"Netherlands",+31654,0.052,0.052,1
"Netherlands",+31655,0.052,0.052,1
"Netherlands",+3197001,0.052,0.052,1
"Netherlands",+3197004,0.052,0.052,1
"Netherlands",+31660,1200,1200,1
"Netherlands",+31670,1200,1200,1
"Netherlands",+31671,1200,1200,1
"Netherlands",+31672,1200,1200,1
"Netherlands",+31673,1200,1200,1
"Netherlands",+31674,1200,1200,1
"Netherlands",+31675,1200,1200,1
"Netherlands",+316760,1200,1200,1
"Netherlands",+31677,1200,1200,1
"Netherlands",+31678,1200,1200,1
"Netherlands",+31679,1200,1200,1
"Netherlands",+3184,1200,1200,1
"Netherlands",+3187,1200,1200,1
"Netherlands",+31900,1200,1200,1
"Netherlands",+31906,1200,1200,1
"Netherlands",+31909,1200,1200,1
"Netherlands",+3185,1200,1200,1
"Netherlands",+31,0.014,0.014,1
"Netherlands",+316,0.063,0.063,1
"Netherlands",+31610,0.052,0.052,1
"Netherlands",+31612,0.052,0.052,1
"Netherlands",+31613,0.052,0.052,1
"Netherlands",+31620,0.052,0.052,1
"Netherlands",+31622,0.052,0.052,1
"Netherlands",+31623,0.052,0.052,1
"Netherlands",+31630,0.052,0.052,1
"Netherlands",+31651,0.052,0.052,1
"Netherlands",+31653,0.052,0.052,1
"Netherlands",+31657,0.052,0.052,1
"Netherlands",+316587,0.052,0.052,1
"Netherlands",+316588,0.052,0.052,1
"Netherlands",+316589,0.052,0.052,1
"Netherlands",+31682,0.052,0.052,1
"Netherlands",+31683,0.052,0.052,1
"Netherlands",+3197002,0.052,0.052,1
"Netherlands",+3197003,0.052,0.052,1
"Netherlands",+31636,0.052,0.052,1
"Netherlands",+31640,0.052,0.052,1
"Netherlands",+31616,0.052,0.052,1
"Netherlands",+31617,0.052,0.052,1
"Netherlands",+31619,0.052,0.052,1
"Netherlands",+31626,0.052,0.052,1
"Netherlands",+31633,0.052,0.052,1
"Netherlands",+31644,0.052,0.052,1
"Netherlands",+31645,0.052,0.052,1
"Netherlands",+31647,0.052,0.052,1
"Netherlands",+31649,0.052,0.052,1
"New Caledonia",+6875,0.176,0.176,1
"New Caledonia",+6877,0.176,0.176,1
"New Caledonia",+6878,0.176,0.176,1
"New Caledonia",+6879,0.176,0.176,1
"New Caledonia",+687,0.177,0.177,1
"New Zealand",+642,0.04,0.04,1
"New Zealand",+64,0.02,0.02,1
"Nicaragua",+50555,0.284,0.284,1
"Nicaragua",+50557,0.284,0.284,1
"Nicaragua",+50558,0.284,0.284,1
"Nicaragua",+5058,0.3,0.3,1
"Nicaragua",+50575,0.296,0.296,1
"Nicaragua",+50576,0.296,0.296,1
"Nicaragua",+50577,0.296,0.296,1
"Nicaragua",+50578,0.296,0.296,1
"Nicaragua",+50581,0.296,0.296,1
"Nicaragua",+505,0.161,0.161,1
"Niger",+2279,0.433,0.433,1
"Niger",+2278,0.428,0.428,1
"Niger",+22793009,0.575,0.575,1
"Niger",+2271,1200,1200,1
"Niger",+227201,1200,1200,1
"Niger",+2272039,1200,1200,1
"Niger",+22739,1200,1200,1
"Niger",+227,0.423,0.423,1
"Nigeria",+23470,0.072,0.072,1
"Nigeria",+234,0.052,0.052,1
"Nigeria",+2341,0.05,0.05,1
"Nigeria",+23480,0.072,0.072,1
"Nigeria",+23481,0.068,0.068,1
"Nigeria",+23490,0.072,0.072,1
"Nigeria",+2347025,0.072,0.072,1
"Nigeria",+2347026,0.072,0.072,1
"Nigeria",+234704,0.072,0.072,1
"Northern Mariana Islands",+1670,0.614,0.614,1
"Norway",+4702,1200,1200,1
"Norway",+4703,1200,1200,1
"Norway",+4704,1200,1200,1
"Norway",+47,0.016,0.016,1
"Norway",+4705,1200,1200,1
"Norway",+4706,1200,1200,1
"Norway",+4707,1200,1200,1
"Norway",+4708,1200,1200,1
"Norway",+474,0.026,0.026,1
"Norway",+4709,1200,1200,1
"Norway",+471881,1200,1200,1
"Norway",+4758,0.026,0.026,1
"Norway",+471882,1200,1200,1
"Norway",+47810,1200,1200,1
"Norway",+47811,1200,1200,1
"Norway",+47812,1200,1200,1
"Norway",+47813,1200,1200,1
"Norway",+47814,1200,1200,1
"Norway",+47815,1200,1200,1
"Norway",+4785,1200,1200,1
"Norway",+47880,1200,1200,1
"Norway",+479,0.026,0.026,1
"Norway",+4759,0.026,0.026,1
"Oman",+96893,0.302,0.302,1
"Oman",+968,0.231,0.231,1
"Oman",+96822,0.152,0.152,1
"Oman",+96890,0.302,0.302,1
"Oman",+96891,0.302,0.302,1
"Oman",+96892,0.302,0.302,1
"Oman",+96898,0.302,0.302,1
"Oman",+96899,0.302,0.302,1
"Oman",+96815,0.315,0.315,1
"Oman",+9689,0.315,0.315,1
"Pakistan",+9242,0.058,0.058,1
"Pakistan",+9251,0.058,0.058,1
"Pakistan",+92,0.058,0.058,1
"Pakistan",+923,0.07,0.07,1
"Pakistan",+9230,0.072,0.072,1
"Pakistan",+9234,0.049,0.049,1
"Pakistan",+9233,0.07,0.07,1
"Pakistan",+9232,0.05,0.05,1
"Pakistan",+9231,0.07,0.07,1
"Pakistan",+9221,0.059,0.059,1
"Palestine",+97059,0.227,0.227,1
"Palestine",+970,0.195,0.195,1
"Palestine",+97056,0.227,0.227,1
"Panama",+507,0.038,0.038,1
"Panama",+5076,0.159,0.159,1
"Papua New Guinea",+6757,0.517,0.517,1
"Papua New Guinea",+67570,0.696,0.696,1
"Papua New Guinea",+67571,0.696,0.696,1
"Papua New Guinea",+67572,0.696,0.696,1
"Papua New Guinea",+67573,0.696,0.696,1
"Papua New Guinea",+67579,0.696,0.696,1
"Papua New Guinea",+675,0.696,0.696,1
"Papua New Guinea",+6752015,0.517,0.517,1
"Paraguay",+595971,0.07,0.07,1
"Paraguay",+595,0.049,0.049,1
"Paraguay",+5959,0.083,0.083,1
"Paraguay",+595972,0.09,0.09,1
"Paraguay",+595973,0.07,0.07,1
"Paraguay",+595974,0.09,0.09,1
"Paraguay",+595975,0.07,0.07,1
"Paraguay",+595976,0.09,0.09,1
"Paraguay",+59598,0.07,0.07,1
"Paraguay",+59596,0.076,0.076,1
"Paraguay",+595991,0.061,0.061,1
"Paraguay",+595993,0.061,0.061,1
"Paraguay",+595995,0.061,0.061,1
"Paraguay",+59599,0.061,0.061,1
"Peru",+5114,0.012,0.012,1
"Peru",+51438,0.293,0.293,1
"Peru",+51448,0.293,0.293,1
"Peru",+51518,0.293,0.293,1
"Peru",+51528,0.293,0.293,1
"Peru",+51538,0.293,0.293,1
"Peru",+51548,0.293,0.293,1
"Peru",+51568,0.293,0.293,1
"Peru",+51618,0.293,0.293,1
"Peru",+51628,0.293,0.293,1
"Peru",+51638,0.293,0.293,1
"Peru",+51648,0.293,0.293,1
"Peru",+51658,0.293,0.293,1
"Peru",+51668,0.293,0.293,1
"Peru",+51678,0.293,0.293,1
"Peru",+51728,0.293,0.293,1
"Peru",+51738,0.293,0.293,1
"Peru",+51748,0.293,0.293,1
"Peru",+51768,0.293,0.293,1
"Peru",+51828,0.293,0.293,1
"Peru",+51838,0.293,0.293,1
"Peru",+51848,0.293,0.293,1
"Peru",+514,0.077,0.077,1
"Peru",+515,0.077,0.077,1
"Peru",+516,0.077,0.077,1
"Peru",+517,0.077,0.077,1
"Peru",+518,0.077,0.077,1
"Peru",+519,0.063,0.063,1
"Peru",+5199820,0.068,0.068,1
"Peru",+5199821,0.068,0.068,1
"Peru",+51,0.022,0.022,1
"Peru",+5112,0.012,0.012,1
"Peru",+5113,0.012,0.012,1
"Peru",+51428,0.293,0.293,1
"Peru",+5115,0.012,0.012,1
"Peru",+5116,0.012,0.012,1
"Peru",+5117,0.012,0.012,1
"Peru",+5119,0.012,0.012,1
"Peru",+51418,0.293,0.293,1
"Peru",+5118,0.293,0.293,1
"Philippines",+639,0.197,0.197,1
"Philippines",+638,0.152,0.152,1
"Philippines",+63,0.136,0.136,1
"Philippines",+632,0.136,0.136,1
"Poland",+487363,0.153,0.153,1
"Poland",+48,0.063,0.063,1
"Poland",+48118913,0.02,0.02,1
"Poland",+487200,0.259,0.259,1
"Poland",+487201,0.259,0.259,1
"Poland",+487202,0.259,0.259,1
"Poland",+487203,0.259,0.259,1
"Poland",+487204,0.259,0.259,1
"Poland",+487205,0.259,0.259,1
"Poland",+487206,0.259,0.259,1
"Poland",+487207,0.259,0.259,1
"Poland",+487209,0.259,0.259,1
"Poland",+488811,0.259,0.259,1
"Poland",+487280,0.231,0.231,1
"Poland",+4850,0.126,0.126,1
"Poland",+4851,0.126,0.126,1
"Poland",+485711,0.126,0.126,1
"Poland",+485712,0.126,0.126,1
"Poland",+485713,0.126,0.126,1
"Poland",+485714,0.126,0.126,1
"Poland",+48572,0.126,0.126,1
"Poland",+48573,0.126,0.126,1
"Poland",+486901,0.126,0.126,1
"Poland",+486902,0.126,0.126,1
"Poland",+486903,0.126,0.126,1
"Poland",+486904,0.126,0.126,1
"Poland",+486905,0.126,0.126,1
"Poland",+486906,0.126,0.126,1
"Poland",+487800,0.126,0.126,1
"Poland",+487801,0.126,0.126,1
"Poland",+4878020,0.126,0.126,1
"Poland",+4878029,0.126,0.126,1
"Poland",+487805,0.126,0.126,1
"Poland",+487806,0.126,0.126,1
"Poland",+487863,0.126,0.126,1
"Poland",+487864,0.126,0.126,1
"Poland",+487865,0.126,0.126,1
"Poland",+487866,0.126,0.126,1
"Poland",+487867,0.126,0.126,1
"Poland",+487868,0.126,0.126,1
"Poland",+487869,0.126,0.126,1
"Poland",+487890,0.126,0.126,1
"Poland",+487891,0.126,0.126,1
"Poland",+487892,0.126,0.126,1
"Poland",+487893,0.126,0.126,1
"Poland",+487894,0.126,0.126,1
"Poland",+48797,0.126,0.126,1
"Poland",+48798,0.126,0.126,1
"Poland",+487990,0.126,0.126,1
"Poland",+487996,0.126,0.126,1
"Poland",+48530,0.1,0.1,1
"Poland",+48531,0.1,0.1,1
"Poland",+48533,0.1,0.1,1
"Poland",+48534,0.1,0.1,1
"Poland",+48535,0.1,0.1,1
"Poland",+485360,0.1,0.1,1
"Poland",+485361,0.1,0.1,1
"Poland",+485362,0.1,0.1,1
"Poland",+485363,0.1,0.1,1
"Poland",+485364,0.1,0.1,1
"Poland",+485365,0.1,0.1,1
"Poland",+485367,0.1,0.1,1
"Poland",+485368,0.1,0.1,1
"Poland",+485369,0.1,0.1,1
"Poland",+48537,0.1,0.1,1
"Poland",+48570,0.1,0.1,1
"Poland",+48574,0.1,0.1,1
"Poland",+48575,0.1,0.1,1
"Poland",+48576,0.1,0.1,1
"Poland",+48577,0.1,0.1,1
"Poland",+485790,0.1,0.1,1
"Poland",+485798,0.1,0.1,1
"Poland",+485799,0.1,0.1,1
"Poland",+486666,0.1,0.1,1
"Poland",+486900,0.1,0.1,1
"Poland",+486908,0.1,0.1,1
"Poland",+486909,0.1,0.1,1
"Poland",+4869922,0.1,0.1,1
"Poland",+4869970,0.1,0.1,1
"Poland",+4869979,0.1,0.1,1
"Poland",+486998,0.1,0.1,1
"Poland",+486999,0.1,0.1,1
"Poland",+487208,0.1,0.1,1
"Poland",+487290,0.1,0.1,1
"Poland",+487291,0.1,0.1,1
"Poland",+48730,0.1,0.1,1
"Poland",+48731,0.1,0.1,1
"Poland",+48732,0.1,0.1,1
"Poland",+48733,0.1,0.1,1
"Poland",+487360,0.1,0.1,1
"Poland",+487367,0.1,0.1,1
"Poland",+487368,0.1,0.1,1
"Poland",+487369,0.1,0.1,1
"Poland",+487373,0.1,0.1,1
"Poland",+487374,0.1,0.1,1
"Poland",+487375,0.1,0.1,1
"Poland",+487376,0.1,0.1,1
"Poland",+487377,0.1,0.1,1
"Poland",+487378,0.1,0.1,1
"Poland",+487379,0.1,0.1,1
"Poland",+487390,0.1,0.1,1
"Poland",+487392,0.1,0.1,1
"Poland",+4873930,0.1,0.1,1
"Poland",+4873999,0.1,0.1,1
"Poland",+4878021,0.1,0.1,1
"Poland",+4878022,0.1,0.1,1
"Poland",+4878023,0.1,0.1,1
"Poland",+4878024,0.1,0.1,1
"Poland",+4878027,0.1,0.1,1
"Poland",+4878028,0.1,0.1,1
"Poland",+4878608,0.1,0.1,1
"Poland",+487861,0.1,0.1,1
"Poland",+487862,0.1,0.1,1
"Poland",+48790,0.1,0.1,1
"Poland",+48791,0.1,0.1,1
"Poland",+48792,0.1,0.1,1
"Poland",+48793,0.1,0.1,1
"Poland",+48794,0.1,0.1,1
"Poland",+487950,0.1,0.1,1
"Poland",+487956,0.1,0.1,1
"Poland",+487957,0.1,0.1,1
"Poland",+487958,0.1,0.1,1
"Poland",+487959,0.1,0.1,1
"Poland",+48796,0.1,0.1,1
"Poland",+487991,0.1,0.1,1
"Poland",+487992,0.1,0.1,1
"Poland",+487993,0.1,0.1,1
"Poland",+487994,0.1,0.1,1
"Poland",+487995,0.1,0.1,1
"Poland",+487997,0.1,0.1,1
"Poland",+487998,0.1,0.1,1
"Poland",+487999,0.1,0.1,1
"Poland",+488812,0.1,0.1,1
"Poland",+488813,0.1,0.1,1
"Poland",+488814,0.1,0.1,1
"Poland",+488815,0.1,0.1,1
"Poland",+488816,0.1,0.1,1
"Poland",+488817,0.1,0.1,1
"Poland",+488830,0.1,0.1,1
"Poland",+488831,0.1,0.1,1
"Poland",+488832,0.1,0.1,1
"Poland",+488834,0.1,0.1,1
"Poland",+488835,0.1,0.1,1
"Poland",+488836,0.1,0.1,1
"Poland",+488837,0.1,0.1,1
"Poland",+488839,0.1,0.1,1
"Poland",+488840,0.1,0.1,1
"Poland",+488843,0.1,0.1,1
"Poland",+488846,0.1,0.1,1
"Poland",+488847,0.1,0.1,1
"Poland",+488848,0.1,0.1,1
"Poland",+488849,0.1,0.1,1
"Poland",+485366,0.104,0.104,1
"Poland",+485791,0.104,0.104,1
"Poland",+485792,0.104,0.104,1
"Poland",+485793,0.104,0.104,1
"Poland",+48601,0.104,0.104,1
"Poland",+48603,0.104,0.104,1
"Poland",+48605,0.104,0.104,1
"Poland",+48607,0.104,0.104,1
"Poland",+48609,0.104,0.104,1
"Poland",+48661,0.104,0.104,1
"Poland",+48663,0.104,0.104,1
"Poland",+48665,0.104,0.104,1
"Poland",+48667,0.104,0.104,1
"Poland",+48669,0.104,0.104,1
"Poland",+48691,0.104,0.104,1
"Poland",+48693,0.104,0.104,1
"Poland",+48695,0.104,0.104,1
"Poland",+48697,0.104,0.104,1
"Poland",+4869900,0.104,0.104,1
"Poland",+4869902,0.104,0.104,1
"Poland",+4869903,0.104,0.104,1
"Poland",+4869904,0.104,0.104,1
"Poland",+4869905,0.104,0.104,1
"Poland",+4869906,0.104,0.104,1
"Poland",+4869907,0.104,0.104,1
"Poland",+4869908,0.104,0.104,1
"Poland",+4869909,0.104,0.104,1
"Poland",+486991,0.104,0.104,1
"Poland",+4869920,0.104,0.104,1
"Poland",+4869921,0.104,0.104,1
"Poland",+4869923,0.104,0.104,1
"Poland",+4869924,0.104,0.104,1
"Poland",+4869925,0.104,0.104,1
"Poland",+4869926,0.104,0.104,1
"Poland",+4869927,0.104,0.104,1
"Poland",+4869928,0.104,0.104,1
"Poland",+4869929,0.104,0.104,1
"Poland",+486993,0.104,0.104,1
"Poland",+486994,0.104,0.104,1
"Poland",+486995,0.104,0.104,1
"Poland",+4869961,0.104,0.104,1
"Poland",+4869962,0.104,0.104,1
"Poland",+4869963,0.104,0.104,1
"Poland",+4869964,0.104,0.104,1
"Poland",+4869965,0.104,0.104,1
"Poland",+4869966,0.104,0.104,1
"Poland",+4869967,0.104,0.104,1
"Poland",+4869968,0.104,0.104,1
"Poland",+4869969,0.104,0.104,1
"Poland",+4869971,0.104,0.104,1
"Poland",+4869972,0.104,0.104,1
"Poland",+4869973,0.104,0.104,1
"Poland",+4869975,0.104,0.104,1
"Poland",+4869976,0.104,0.104,1
"Poland",+4869977,0.104,0.104,1
"Poland",+48721,0.104,0.104,1
"Poland",+48722,0.104,0.104,1
"Poland",+48723,0.104,0.104,1
"Poland",+48724,0.104,0.104,1
"Poland",+48725,0.104,0.104,1
"Poland",+48726,0.104,0.104,1
"Poland",+487270,0.104,0.104,1
"Poland",+487274,0.104,0.104,1
"Poland",+487275,0.104,0.104,1
"Poland",+487276,0.104,0.104,1
"Poland",+487277,0.104,0.104,1
"Poland",+487278,0.104,0.104,1
"Poland",+487279,0.104,0.104,1
"Poland",+487292,0.104,0.104,1
"Poland",+487293,0.104,0.104,1
"Poland",+487294,0.104,0.104,1
"Poland",+487295,0.104,0.104,1
"Poland",+487296,0.104,0.104,1
"Poland",+4872971,0.104,0.104,1
"Poland",+4872976,0.104,0.104,1
"Poland",+487370,0.104,0.104,1
"Poland",+487371,0.104,0.104,1
"Poland",+487372,0.104,0.104,1
"Poland",+4873931,0.104,0.104,1
"Poland",+4873932,0.104,0.104,1
"Poland",+4873933,0.104,0.104,1
"Poland",+4873934,0.104,0.104,1
"Poland",+4873935,0.104,0.104,1
"Poland",+4873936,0.104,0.104,1
"Poland",+4873937,0.104,0.104,1
"Poland",+4873938,0.104,0.104,1
"Poland",+4873939,0.104,0.104,1
"Poland",+487394,0.104,0.104,1
"Poland",+487395,0.104,0.104,1
"Poland",+487396,0.104,0.104,1
"Poland",+487397,0.104,0.104,1
"Poland",+487398,0.104,0.104,1
"Poland",+48781,0.104,0.104,1
"Poland",+48782,0.104,0.104,1
"Poland",+48783,0.104,0.104,1
"Poland",+48785,0.104,0.104,1
"Poland",+487895,0.104,0.104,1
"Poland",+487896,0.104,0.104,1
"Poland",+487897,0.104,0.104,1
"Poland",+487898,0.104,0.104,1
"Poland",+487899,0.104,0.104,1
"Poland",+48885,0.104,0.104,1
"Poland",+48887,0.104,0.104,1
"Poland",+48532,0.153,0.153,1
"Poland",+48538,0.153,0.153,1
"Poland",+48539,0.153,0.153,1
"Poland",+48600,0.153,0.153,1
"Poland",+48602,0.153,0.153,1
"Poland",+48604,0.153,0.153,1
"Poland",+48606,0.153,0.153,1
"Poland",+48608,0.153,0.153,1
"Poland",+48660,0.153,0.153,1
"Poland",+48662,0.153,0.153,1
"Poland",+48664,0.153,0.153,1
"Poland",+486660,0.153,0.153,1
"Poland",+486661,0.153,0.153,1
"Poland",+486662,0.153,0.153,1
"Poland",+486663,0.153,0.153,1
"Poland",+486664,0.153,0.153,1
"Poland",+486665,0.153,0.153,1
"Poland",+486667,0.153,0.153,1
"Poland",+486668,0.153,0.153,1
"Poland",+486669,0.153,0.153,1
"Poland",+48668,0.153,0.153,1
"Poland",+48692,0.153,0.153,1
"Poland",+48694,0.153,0.153,1
"Poland",+48696,0.153,0.153,1
"Poland",+48698,0.153,0.153,1
"Poland",+487272,0.153,0.153,1
"Poland",+487273,0.153,0.153,1
"Poland",+487281,0.153,0.153,1
"Poland",+487282,0.153,0.153,1
"Poland",+487283,0.153,0.153,1
"Poland",+487284,0.153,0.153,1
"Poland",+487285,0.153,0.153,1
"Poland",+487286,0.153,0.153,1
"Poland",+487287,0.153,0.153,1
"Poland",+487288,0.153,0.153,1
"Poland",+487289,0.153,0.153,1
"Poland",+487298,0.153,0.153,1
"Poland",+487299,0.153,0.153,1
"Poland",+48734,0.153,0.153,1
"Poland",+48735,0.153,0.153,1
"Poland",+487361,0.153,0.153,1
"Poland",+487362,0.153,0.153,1
"Poland",+487364,0.153,0.153,1
